Ghazal/Nazm,Poet,Fran,Rekhta,Music,Others,PDFs,Date,Status
ik chamelī ke manDve-tale,Makhdoom Mohiuddin,,https://www.rekhta.org/nazms/chaara-gar-makhdoom-mohiuddin-nazms?lang=ur,"- Jagjit: https://www.youtube.com/watch?v=dcQivSeN-vY
- ","- A Revolutionary Urdu Poet: https://www.youtube.com/watch?v=FVXFixrMek0
- Zubaan-e-Ishq: https://www.youtube.com/watch?v=zRHDvCKnGl4
- SM Mehdi on Makhdoom Mohiuddin: https://www.youtube.com/watch?v=zRHDvCKnGl4",,"March 5, 2021",Added
naalah juz husn-e :talab ai sitam-iijaad nahii;N,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/101/index_101.html,,,,,"March 5, 2021",Added
ye kaun aatā hai tanhā.iyoñ meñ jaam liye,Makhdoom Mohiuddin,,https://www.rekhta.org/ghazals/ye-kaun-aataa-hai-tanhaaiyon-men-jaam-liye-makhdoom-mohiuddin-ghazals?lang=ur,- Aziz Ahmed Khan Warsi: https://www.youtube.com/watch?v=g_JOIZTJjqE,,,"March 5, 2021",Added
zikr meraa bah badii bhii use man:zuur nahii;N,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/100/index_100.html,,,,,"March 12, 2021",Added
shahr kī raat aur maiñ nāshād o nākārā phirūñ,Majaz,,https://www.rekhta.org/nazms/aavaara-shahr-kii-raat-aur-main-naashaad-o-naakaaraa-phiruun-asrar-ul-haq-majaz-nazms?lang=ur,"- Jagjit: https://www.youtube.com/watch?v=C7JTbvGwNzE
- Talat: https://www.youtube.com/watch?v=E-lWsSKLAqY&t=243s
- Udaipur Tales: https://www.youtube.com/watch?v=Kif9z4qCGSE",,,"March 19, 2021",Added
mu;Nh takaa hii kare hai jis tis kaa,Mir Taqi Mir,http://www.columbia.edu/itc/mealac/pritchett/00garden/00c/0012/index_0012.html,,,,,"March 19, 2021",Added
mu;Nh takaa hii kare hai jis tis kaa,Mir Taqi Mir,http://www.columbia.edu/itc/mealac/pritchett/00garden/00c/0012/index_0012.html,,,,,"March 26, 2021",Added
gul ke hone kī tavaqqo pe jiye baiThī hai,Mah Laqa Bai,,https://www.rekhta.org/ghazals/gul-ke-hone-kii-tavaqqo-pe-jiye-baithii-hai-mah-laqa-chanda-ghazals?lang=ur,"- Lehja: https://www.youtube.com/watch?v=YIE7Rxzbg4c
- https://www.youtube.com/watch?v=QW8ZwPq_4ws",,,"March 26, 2021",Added
garche gul kī sej ho tis par bhī uḌ jaatī hai niind,Mah Laqa Bai,,https://www.rekhta.org/ghazals/garche-gul-kii-sej-ho-tis-par-bhii-ud-jaatii-hai-niind-mah-laqa-chanda-ghazals?sort=popularity-desc&lang=ur,,,,"March 26, 2021",Added
Jab Phaagun Rang Jhamakte Hon,Nazeer Akbarbadi,,https://www.rekhta.org/nazms/holii-kii-bahaaren-jab-phaagun-rang-jhamakte-hon-tab-dekh-bahaaren-holii-kii-nazeer-akbarabadi-nazms?lang=ur,- Holi Nazm: https://www.youtube.com/watch?v=AHczNH4yb1Q,"- Chhaaya Ganguli's rendition: https://www.youtube.com/watch?v=vsuKd2Q_1OU

- An interesting present-day anecdote about this poem: https://www.youtube.com/watch?v=QSqZ4DQFdvY

- Holi Judaa Na Ham Se: https://www.rekhta.org/nazms/holii-judaa-na-ham-se-ho-ai-khush-jamaal-holii-men-nazeer-akbarabadi-nazms?lang=ur

- Holi Miyaan tuu Ham se: https://www.rekhta.org/nazms/holii-miyaan-tuu-ham-se-na-rakh-kuchh-gubaar-holii-men-nazeer-akbarabadi-nazms?lang=ur

- Holi Huaa Jo Aa:https://www.rekhta.org/nazms/holii-huaa-jo-aa-ke-nishaan-aashkaar-holii-kaa-nazeer-akbarabadi-nazms?lang=ur

- Holi Jab Aai: https://www.rekhta.org/nazms/holii-jab-aaii-holii-rang-bharii-sau-naaz-o-adaa-se-matak-matak-nazeer-akbarabadi-nazms?lang=ur

- Holi Jab Aayi Recitation: https://www.youtube.com/watch?v=z9iUNWUfRXA

- Hindi Studio-Nazeer Akbarabadi: https://www.youtube.com/watch?v=s4Tf-BQt5yM

- Nazeer Akbarabadi Ki Be-Nazeeri: https://www.youtube.com/watch?v=2liPgV6AWvc
		",,"April 2, 2021",Added
Aa Dhamke 'Aish o Tarab,Nazeer Akbarbadi,,https://www.rekhta.org/nazms/holii-aa-dhamke-aish-o-tarab-kyaa-kyaa-jab-husn-dikhaayaa-holii-ne-nazeer-akbarabadi-nazms?lang=ur,- Holi Nazm: https://www.youtube.com/watch?v=pmZtdBE3rSc,,,"April 2, 2021",Added
taaza havā bahār kī dil kā malāl le ga.ī,Aziz Hamid Madni,,https://rekhta.org/ghazals/taaza-havaa-bahaar-kii-dil-kaa-malaal-le-gaii-aziz-hamid-madni-ghazals?lang=ur,"- Mehdi Hassan: https://www.youtube.com/watch?v=glBMAZNT8Kk
- Hariharan: https://www.youtube.com/watch?v=yIuzrMhCpKQ",,,"April 9, 2021",Added
donoñ jahān de ke vuh samjhe yih ḳhvush rahā,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/102/index_102.html,,,,,"April 9, 2021",Added
ho gaʾī hai ġhair kī shīrīñ-bayānī kār-gar,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/103/index_103.html,,,,,"April 9, 2021",Added
qiyāmat hai kih sun lailâ kā dasht-e qais meñ ānā,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/104/index_104.html,,,,,"April 9, 2021",Added
dil lagā kar lag gayā un ko bhī tanhā baiṭhnā,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/105/index_105.html,,,,,"April 9, 2021",Added
dil baham pahu;Nchaa badan me;N tab se saaraa tan jalaa,Mir Taqi Mir,http://www.columbia.edu/itc/mealac/pritchett/00garden/00c/0015/index_0015.html,,,,,"April 16, 2021",Added
kab merā nasheman ahl-e-chaman gulshan meñ gavārā karte haiñ,Qamar Jalalvi,,https://www.rekhta.org/ghazals/kab-meraa-nasheman-ahl-e-chaman-gulshan-men-gavaaraa-karte-hain-qamar-jalalvi-ghazals?lang=ur,"- Qamar: https://www.youtube.com/watch?v=5N8QWBj-Dx8
- Habib Wali: https://www.youtube.com/watch?v=honVlFqeL4M","- Poet's Interview: https://www.youtube.com/watch?v=mJDpD_iLda4
- Qamar Jalalvi's Qasidah: https://www.youtube.com/watch?v=b9WU8GD3kiE",,"April 16, 2021",Added
hai justujū ki ḳhuub se hai ḳhūb-tar kahāñ,Altaf Hussain Hali,,https://www.rekhta.org/ghazals/hai-justujuu-ki-khuub-se-hai-khuub-tar-kahaan-altaf-hussain-hali-ghazals?lang=ur,"- Recitation: https://youtu.be/_GJ3Cf2Fp3c
- Iqbal Bano: https://youtu.be/eqfs0_Lj6LE","- Purana Mushaira Podcast: https://www.cineink.com/podcast/purana-mushaira
",,"April 23, 2021",Added
tere tausan ko .sabaa baa;Ndhte hai;N,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/108/index_108.html,,,,,"April 23, 2021",Added
Khuda Hafiz Musalmanon Ka Akbar,Akbar Allahabadi,,https://www.rekhta.org/mazahiya/farzii-latiifa-khudaa-haafiz-musalmaanon-kaa-akbar-akbar-allahabadi-mazahiya-1?lang=ur,,,,"April 30, 2021",Added
ḳhudā alī-gaḌh ke madrase ko tamām amrāz se shifā de,Akbar Allahabadi,,https://www.rekhta.org/ghazals/khudaa-alii-gadh-ke-madrase-ko-tamaam-amraaz-se-shifaa-de-akbar-allahabadi-ghazals?lang=ur,,,,"April 30, 2021",Added
Behta Darya Tha Magar Qulzum-e-Hasti Na Hua,Jamuna Prasad Rahi,,https://urdushahkar.org/vajh-tasalli-na-hua-jamna-parshaad-raahi/,,,,"May 7, 2021",Added
dahr me;N naqsh-e vafaa vaj'h-e tasallii nah huaa,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/009/index_009.html,https://rekhta.org/ghazals/dahr-men-naqsh-e-vafaa-vajh-e-tasallii-na-huaa-mirza-ghalib-ghazals?lang=ur,,,,"May 7, 2021",Added
shishon ka masiha koi nahin,Faiz Ahmed Faiz,,https://www.rekhta.org/nazms/shiishon-kaa-masiihaa-koii-nahiin-faiz-ahmad-faiz-nazms?lang=ur,"- Reading by Faiz: https://www.youtube.com/watch?v=I_O3CbVhjCQ

- Rendition by Tina Sani and Shabana Azmi: https://www.youtube.com/watch?v=UGodnSazka8
",,,"May 14, 2021",Added
dasht-e-tanhā.ī meñ,Faiz Ahmed Faiz,http://www.columbia.edu/itc/mealac/pritchett/00urdu/3mod/faiz_yad.pdf,https://www.rekhta.org/nazms/yaad-dasht-e-tanhaaii-men-ai-jaan-e-jahaan-larzaan-hain-faiz-ahmad-faiz-nazms?lang=ur,"- Iqbal Bano's LIVE Rendition on PTV: https://www.youtube.com/watch?v=98tc9GQmlVg
",,,"May 14, 2021",Added
farhaad haath teshe pah Tuk rah ke Daaltaa,Mir Taqi Mir,http://www.columbia.edu/itc/mealac/pritchett/00garden/00c/0019/index_0019.html,,,,,"May 21, 2021",Added
dāʾim paṛā huʾā tire dar par nahīñ hūñ maiñ,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/110/index_110.htm,,"- Mehdi Hasan: https://www.youtube.com/watch?v=0lTtncba1iM
- Hariharan: https://www.youtube.com/watch?v=QDoMwOxU6n0
- Begum Akhtar: https://www.youtube.com/watch?v=T0hM_8g5YFU
- Iqbal Bano: https://www.youtube.com/watch?v=_OV_XzZlLe4
- Ghulam Ali: https://www.youtube.com/watch?v=37-XxiYQzq0",,,"May 21, 2021",Added
"nazar jhukaaye urus-e fitrat, jabiN se zulfeN haTa rahi hai",Josh Malihabadi,,https://urdushahkar.org/albeli-subah-josh/,,,,"May 28, 2021",Added
gul sharm se bah jāʾegā gulshan meñ ho kar āb sā,Mir Taqi Mir,http://www.columbia.edu/itc/mealac/pritchett/00garden/00c/0020/index_0020.html,,,,,"May 28, 2021",Added
sab kahāñ kuchh lālah-o-gul meñ numāyāñ ho gaʾīñ,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/111/index_111.html,,"- Begum Akhtar: https://www.youtube.com/watch?v=XFtXkv2EkpU

- Kamla Jharia: https://www.youtube.com/watch?v=FIjawrmKqfM

- Iqbal Bano: https://www.youtube.com/watch?v=MhC1Y2p-p9c

- Farida Khanum: https://www.youtube.com/watch?v=bmfngAc2Cek

- Hina Nasrullah: https://www.youtube.com/watch?v=ffUePsAsasI

- Jagjit Singh: https://www.youtube.com/watch?v=eRp6temhfFs
",,,"June 4, 2021",Added
garmī se maiñ to ātish-e ġham kī pighal gayā,Mir Taqi Mir,http://www.columbia.edu/itc/mealac/pritchett/00garden/00c/0039/index_0039.html,,,,,"June 4, 2021",Added
sharmā ga.e lajā ga.e dāman chhuḌā ga.e,Jigar Moradabadi,,https://rekhta.org/ghazals/sharmaa-gae-lajaa-gae-daaman-chhudaa-gae-jigar-moradabadi-ghazals,"- Begum Akhtar: https://www.youtube.com/watch?v=6vE29v2RShQ

- Rochana: https://www.youtube.com/watch?v=WFWTB4i9nGw
","- Jigar reciting another ghazal of his during the 1950s: https://www.youtube.com/watch?v=7hlYTchABes

- Dramatised depiction of Jigar's life in Kahkashan: https://www.youtube.com/watch?v=YzYBhqGDaVM
",,"June 16, 2021",Added
tā bah maqdūr intiz̤ār kiyā,Mir Taqi Mir,http://www.columbia.edu/itc/mealac/pritchett/00garden/00c/0058/index_0058.html,,,,,"June 16, 2021",Added
fikr hī Thahrī to dil ko fikr-e-ḳhūbāñ kyuuñ na ho,Josh Malihabadi,,https://www.rekhta.org/ghazals/fikr-hii-thahrii-to-dil-ko-fikr-e-khuubaan-kyuun-na-ho-josh-malihabadi-ghazals?lang=ur,- Mehdi Hasan: https://www.youtube.com/watch?v=0Vt862CD0NQ,,,"June 18, 2021",Added
diivaanagii se dosh pah zunnaar bhii nahii;N,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/112/index_112.html,,,,,"June 18, 2021",Added
ye bāteñ jhūTī bāteñ haiñ ye logoñ ne phailā.ī haiñ,Ibn-e-Insha,,https://www.rekhta.org/nazms/ye-baaten-jhuutii-baaten-hain-ibn-e-insha-nazms?lang=ur,"- Abida Parveen: https://www.youtube.com/watch?v=qKcJyyCXiyI
- Ghulam Ali:https://www.youtube.com/watch?v=lVI2Lt_q5tE&t=1s",,,"June 25, 2021",Added
dil se shauq-e ru;x-e nikuu nah gayaa,Mir Taqi Mir,http://www.columbia.edu/itc/mealac/pritchett/00garden/00c/0043/index_0043.html,,,,,"June 25, 2021",Added
haqīqatoñ kā jalāl deñge sadāqatoñ kā jamāl deñge,Kaleem Aajiz,,https://www.rekhta.org/ghazals/haqiiqaton-kaa-jalaal-denge-sadaaqaton-kaa-jamaal-denge-kaleem-aajiz-ghazals?lang=ur,,- Poet Reciting Daman Peh Koi Cheent: https://www.youtube.com/watch?v=OxwXGSsCM6g,,"July 2, 2021",Added
maze jahaan ke apnii na:zar me;N ;xaak nahii;N,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/114/index_114.html,,"- Amanat Ali Khan: https://www.youtube.com/watch?v=Ws9GTAR9mJM
- Bakshi Salamat Qawwal: https://www.youtube.com/watch?v=HDyi0e-CzMM",,,"July 2, 2021",Added
charāġh-e-tūr jalāo baḌā añdherā hai,Saghar Siddiqui,,https://www.rekhta.org/ghazals/charaag-e-tuur-jalaao-badaa-andheraa-hai-saghar-siddiqui-ghazals?lang=ur,"- Mehdi Hassan: https://www.youtube.com/watch?v=kOgM_8NPsu8&t=124s

- Muhammad Ali: https://www.youtube.com/watch?v=2BwVJ9jABMI
",,,"July 23, 2021",Added
ġhunchah-e nā-shiguftah ko dūr se mat dikhā kih yūñ,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/116/index_116.html,,- Hamid Ali Khan: https://www.youtube.com/watch?v=FPsevIyvfzY,,,"July 23, 2021",Added
phūṭā kiye piyāle luñḍhtā phirā qarābā,Mir Taqi Mir,http://www.columbia.edu/itc/mealac/pritchett/00garden/00c/0060/index_0060.html,,,,,"July 30, 2021",Added
"Jo Tha Nahin Hai, Jo Hai Na Ho Ga, Yehi Hai Ek Harf-e-Mehrmana",Iqbal,,http://iqbalurdu.blogspot.com/2011/04/bal-e-jibril-143-zamana.html,"- Iqbal Bano: https://www.youtube.com/watch?v=hEX1qGpBwsM

- Fida Hussain: https://www.youtube.com/watch?v=Y1airTSMKS4
",,,"July 30, 2021",Added
kaʿbe meñ jā rahā to nah do t̤aʿnah kyā kahīñ,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/118/index_118.html,,,,,"August 6, 2021",Added
hasad se dil agar afsurdah hai garm-e tamaashaa ho,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/117/index_117.html,,,,,"August 6, 2021",Added
Tere Aane Ka Intezar Raha,Rasa Chughtai,,https://www.rekhta.org/ghazals/tere-aane-kaa-intizaar-rahaa-rasa-chughtai-ghazals?lang=ur,,"- Program on Rasa: https://www.youtube.com/watch?v=l0ucXwgL5Uc
- Mushaira in honor of Rasa by Irfan Sattar: https://www.youtube.com/watch?v=eqlJdfK949A&t=3916s",,"August 6, 2021",Added
havā bhī ḳhush-gavār hai,Hafeez Jalandhari,,https://www.rekhta.org/nazms/abhii-to-main-javaan-huun-havaa-bhii-khush-gavaar-hai-hafeez-jalandhari-nazms?lang=ur,"- Poet's Recitation: https://www.youtube.com/watch?v=Nhzcri9W5Ro
- Malika Pukhraj: https://www.youtube.com/watch?v=CXlSUXBTDUs
- Malika Pukhraj & Tahir Syed: https://www.youtube.com/watch?v=GUuXAHfQz7k
- ",,,"August 13, 2021",Added
ek ek qa:tre kaa mujhe denaa pa;Raa ;hisaab,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/016/index_016.html,,,,,"August 20, 2021",Added
ga.e dinoñ kā surāġh le kar kidhar se aayā kidhar gayā vo,Nasir Kazmi,,https://www.rekhta.org/ghazals/gae-dinon-kaa-suraag-le-kar-kidhar-se-aayaa-kidhar-gayaa-vo-nasir-kazmi-ghazals?lang=ur,"- Nasir Kazmi's Recitation: https://www.youtube.com/watch?v=v1JU2gDYe2E
- Habib Wali:https://www.youtube.com/watch?v=9neMAA7l7j8
- Asha Bhosle & Ghulam Ali: https://www.youtube.com/watch?v=9TgUgHxoMj8
- Pervez Mehdi: https://www.youtube.com/watch?v=pIHmCGlVDVQ",,,"August 20, 2021",Added
kū-e-sitam kī ḳhāmushī ābād kuchh to ho,Faiz Ahmed Faiz,,https://www.rekhta.org/nazms/buniyaad-kuchh-to-ho-kuu-e-sitam-kii-khaamushii-aabaad-kuchh-to-ho-faiz-ahmad-faiz-nazms?lang=ur,,,,"August 27, 2021",Added
vā-rastah is se haiñ kih muḥabbat hī kyūñ nah ho,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/119/index_119.html,,,,,"August 27, 2021",Added
na harīf-e-jāñ na sharīk-e-ġham shab-e-intizār koī to ho,Ahmad Faraz,,https://www.rekhta.org/ghazals/na-hariif-e-jaan-na-shariik-e-gam-shab-e-intizaar-koii-to-ho-ahmad-faraz-ghazals?lang=ur,"- Ejaz Hussain Hazravi: https://www.youtube.com/watch?v=mhN3MLmcPPE
",,,"September 3, 2021",Added
muvaa mai;N sijde me;N par naqsh meraa baar rahaa,Mir Taqi Mir,http://www.columbia.edu/itc/mealac/pritchett/00garden/00c/0064/index_0064.html,,,,,"September 3, 2021",Added
qafas meñ hūñ gar achchhā bhī nah jāneñ mere shevan ko,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/120/index_120.html,,,,,"September 10, 2021",Added
ai dekhne vaalo,Hafeez Jalandhari,,https://rekhta.org/nazms/krishn-kanhayyaa-hafeez-jalandhari-nazms?lang=ur,"'- Recitation by Danish Iqbal: https://www.youtube.com/watch?v=6SMR0mAOxuo

- Recitation by Faraz Fayyaz (much mispronunciation here, though): https://www.youtube.com/watch?v=mqjQX87DM6c
",,,"September 10, 2021",Added
mujh sā na de zamāne ko parvardigār dil,Daagh Dehlvi,,https://www.rekhta.org/ghazals/mujh-saa-na-de-zamaane-ko-parvardigaar-dil-dagh-dehlvi-ghazals?lang=ur,"- Ghulam Ali: https://www.youtube.com/watch?v=9jb5Pd6A78Y
",,,"September 17, 2021",Added
dil ke taʾīñ ātish-e hijrāñ se bachāyā nah gayā,Mir Taqi Mir,http://www.columbia.edu/itc/mealac/pritchett/00garden/00c/0066/index_0066.html,,,,,"September 17, 2021",Added
ḳhushī ne mujh ko Thukrāyā hai dard-o-ġham ne paalā hai,Ali Ahmed Jalili,,https://www.rekhta.org/ghazals/khushii-ne-mujh-ko-thukraayaa-hai-dard-o-gam-ne-paalaa-hai-ali-ahmad-jalili-ghazals?lang=ur,,,,"September 24, 2021",Added
dhotā hūñ jab maiñ pīne ko us sīm-tan ke pāñv,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/121/index_121.html,,,,,"October 1, 2021",Added
galyoñ meñ ab talak to mażkūr hai hamārā,Mir Taqi Mir,http://www.columbia.edu/itc/mealac/pritchett/00garden/00c/0069/index_0069.html,,,,,"October 1, 2021",Added
mujh par hai yih naz' kaa 'aalam ko'ii dam aur,Qamar Jalalvi,,,- Recitation by Poet: https://www.youtube.com/watch?v=7HJc2q9NfJU,,script_urdu_transliteration (https://v5.airtableusercontent.com/v3/u/51/51/1773518400000/JZiqTfbrty1xpi91ErAG6g/0C85ZzjY3iV2X7-cyUC40dFgbSrotnDu8JsBhS3V8WqZKLIzv7L7iVvp5onzhjs-QSX0ioCFemNfWy5fmqP1ms7V3ExPnYx9M_MIE7LfYVd_DKzYTXgRIicg3juFtLGUO5adTEuiP4bH7QdS6DQxAtXsp2Fd2DN3h_hRG6GzgBZlbNQfNpWsEiWizJFXtgQpvP9Eq3C4c8k1q2acFmhF31Ugujvd7VptnsiEyy5bbxsPjof0bdS9Q2xStQCeLHuYljSPjiuWmhe3fuYQ_jfpV7vyPb2nV7BZNTXH768rLjQqCMWQcmPG6kkpZ4882zvtlwJjJO9OR-SwmCw3psRW-_TS1noznnhxFRDPzyMkKNpWvrmd4Sehs5lAM27wd5f4pfc5jeCJm65TlRqpKZksSbDWZiT6Qi5yTVhMN1gN6U78SgAvlkAgxEFAiBGIsO2eEMVglOqTj7vwkc2Cksli0w/QI2r0qbX807TA5KcHJDqYzI_E6H3Hbch56uXquDrZpQ),"October 8, 2021",Added
vāñ pahuñch kar jo ġhash ātā paʾe-ham hai ham ko,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/123/index_123.html,,,,,"October 15, 2021",Added
"farz karo ham ahl-e-vafā hoñ, farz karo dīvāne hoñ",Ibn-e-Insha,,https://www.rekhta.org/nazms/farz-karo-farz-karo-ham-ahl-e-vafaa-hon-farz-karo-diivaane-hon-ibn-e-insha-nazms?lang=ur,,,,"October 15, 2021",Added
saḥar-gah ʿīd meñ daur-e sabū thā,Mir Taqi Mir,http://www.columbia.edu/itc/mealac/pritchett/00garden/00c/0070/index_0070.html,,,,,"October 22, 2021",Added
kuchh bhī thā sach ke taraf-dār huā karte the,Saleem Kausar,,,,,,"October 22, 2021",Added
tum jāno tum ko ġhair se jo rasm-o-rāh ho,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/124/index_124.html,,"- Manna Dey: https://www.youtube.com/watch?v=Jh1iW64svlM
",,,"October 29, 2021",Added
muntazir kab se tahayyur hai teri taqriir ka,Ahmad Faraz,,https://urdushahkar.org/gumaan-hone-laga-tasviir-ka-ahmad-faraz/,"- Faraz: https://youtu.be/h-Mq4nQ0KQM
",,,"October 29, 2021",Added
rāh-e daur-e ʿishq meñ rotā hai kyā,Mir Taqi Mir,http://www.columbia.edu/itc/mealac/pritchett/00garden/00c/0071/index_0071.html,,,,,"November 5, 2021",Added
kamar bāñdhe hue chalne ko yaañ sab yaar baiThe haiñ,Insha Allah Khan,,https://www.rekhta.org/ghazals/kamar-baandhe-hue-chalne-ko-yaan-sab-yaar-baithe-hain-insha-allah-khan-insha-ghazals?lang=ur,,,,"November 5, 2021",Added
gaʾī vuh bāt kih ho guft-go to kyūñkar ho,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/125/index_125.html,,,,,"November 12, 2021",Added
ham ko yaañ dar dar phirāyā yaar ne,Shah Niyaz Barelvi,,https://www.rekhta.org/ghazals/ham-ko-yaan-dar-dar-phiraayaa-yaar-ne-shah-niyaz-ahmad-barelwi-ghazals?lang=ur,"- Abida Parveen: https://www.youtube.com/watch?v=pbLzeMiR8EU
",,,"November 12, 2021",Added
ġhamze ne us ke chorī meñ dil kī hunar kiyā,Mir Taqi Mir,http://www.columbia.edu/itc/mealac/pritchett/00garden/00c/0074/index_0074.html,,,,,"November 19, 2021",Added
Doston Kya Kya Diwali Mein Nishat-o-Aish Hai,Nazeer Akbarbadi,,https://www.rekhta.org/nazms/diivaalii-dosto-kyaa-kyaa-divaalii-men-nashaat-o-aish-hai-nazeer-akbarabadi-nazms?lang=ur,,,,"November 19, 2021",Added
gadā dast-e-ahl-e-karam dekhte haiñ,Sauda,,https://www.rekhta.org/ghazals/gadaa-dast-e-ahl-e-karam-dekhte-hain-sauda-mohammad-rafi-ghazals?lang=ur,,,,"November 26, 2021",Added
jahāñ terā naqsh-e qadam dekhte haiñ,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/096/index_096.html,,"- Naheed Akhtar: https://www.youtube.com/watch?v=7qvNttlcPEo

- Ghulam Ali: https://www.youtube.com/watch?v=wLZGjSlYVz4

- Malika Pukhraj: https://www.youtube.com/watch?v=uHx6D8aL5dc
",,,"November 26, 2021",Added
kisī ko de ke dil koʾī navā-sanj-e fiġhāñ kyūñ ho,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/126/index_126.html,,,,,"December 3, 2021",Added
asar us ko zarā nahīñ hotā,Momin Khan Momin,,https://www.rekhta.org/ghazals/asar-us-ko-zaraa-nahiin-hotaa-momin-khan-momin-ghazals?lang=ur,"'- Habib Wali Mohd.: https://www.youtube.com/watch?v=elrNKUrsnEo

- Ejaz Hussan Hazravi: https://www.youtube.com/watch?v=hNMlMyOPdBk

- Farida Khanum: https://www.youtube.com/watch?v=gpKpXFNsIaU

- Ghulam Abbas (well sung but misattributed to Ghalib): https://www.youtube.com/watch?v=FQn00tshDro

- Madhurani: https://www.youtube.com/watch?v=gQNDZWdkueY

- Hariharan: https://www.youtube.com/watch?v=0obsgkUZaWw
",,,"December 3, 2021",Added
TaKhallus-ishq-e butaaN,Momin Khan Momin,,https://urdushahkar.org/takhallus-ishq-e-butaan-momin/,,,,"December 3, 2021",Added
kisī ko de ke dil koʾī navā-sanj-e fiġhāñ kyūñ ho,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/126/index_126.html,,"- Ghulam Ali: https://www.youtube.com/watch?v=xpZABscTWAU
	",,,"December 10, 2021",Added
ye kūche ye nīlām ghar dilkashī ke,Sahir Ludhianvi,,https://www.rekhta.org/nazms/chakle-ye-kuuche-ye-niilaam-ghar-dilkashii-ke-sahir-ludhianvi-nazms?lang=ur,"'- Mohammed Rafi (modified song)https://www.youtube.com/watch?v=lUnNZKoOcJI

- Manna Dey (modified song) https://www.youtube.com/watch?v=Id-_gn09IjU

- Sagar Sawarkar (original nazm) https://www.youtube.com/watch?v=k4o_0_Cexk4
",,,"December 10, 2021",Added
yih ḥasrat hai marūñ is meñ liye lab-rez paimānā,Mir Taqi Mir,http://www.columbia.edu/itc/mealac/pritchett/00garden/00c/0084/index_0084.html,,,,,"December 17, 2021",Added
rahye ab aisī jagah chal kar jahāñ koʾī nah ho,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/127/index_127.html,,,,,"December 17, 2021",Added
hai sabzah-zār har dar-o-dīvār-e ġham-kadah,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/129/index_129.html,,,,,"December 17, 2021",Added
az mihr tā bah-żarrah dil-o-dil hai āʾinah,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/128/index_128.html,,,,,"December 17, 2021",Added
bār-hā gor dil jhañkā lāyā,Mir Taqi Mir,http://www.columbia.edu/itc/mealac/pritchett/00garden/00c/0085/index_0085.html,,,,,"January 7, 2022",Added
sadā rahe terā ġham salāmat yahī asāsa hai aabrū kā,Jamal Panipati,,https://www.rekhta.org/ghazals/sadaa-rahe-teraa-gam-salaamat-yahii-asaasa-hai-aabruu-kaa-jamal-panipati-ghazals?lang=ur,"- Recitation of a Ghazal: https://www.youtube.com/watch?v=4PCESVZvwug
",,,"January 7, 2022",Added
jab dil kī rahguzar pe tirā naqsh-e-pā na thā,Ada Jafri,,https://www.rekhta.org/ghazals/jab-dil-kii-rahguzar-pe-tiraa-naqsh-e-paa-na-thaa-ada-jafri-ghazals?lang=ur,,,,"January 14, 2022",Added
masjid ke zer-e sāyah ḳharābāt chāhiye,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/131/index_131.html,,,,,"January 14, 2022",Added
paiġhām-e ġham jigar kā gulzār tak nah pahuñchā,Mir Taqi Mir,http://www.columbia.edu/itc/mealac/pritchett/00garden/00c/0096/index_0096.html,,,,,"January 21, 2022",Added
